
SQL*Plus: Release 10.2.0.3.0 - Production on Tue Aug 5 11:48:36 2014

Copyright (c) 1982, 2006, Oracle.  All Rights Reserved.


Connected to:
Oracle8i Release 8.1.7.4.0 - Production
JServer Release 8.1.7.4.0 - Production

SQL> SQL> 
/521ccc60_NoSuchElementExcepti SYNONYM		  PUBLIC
/521f7d2d_WstringDef	       SYNONYM		  PUBLIC
/52240639_ICRFillRectRasterCon SYNONYM		  PUBLIC
/523a387c_Index8GrayToIntArgb  SYNONYM		  PUBLIC
/523af891_RSAPublicKeySpec     SYNONYM		  PUBLIC
/525b4676_BinaryEqualityExpres SYNONYM		  PUBLIC
/526987a4_InvalidAttributeValu SYNONYM		  PUBLIC
/526e69c4_CommunicationMarshal SYNONYM		  PUBLIC
/5283547f_BasicSplitPaneUIBasi SYNONYM		  PUBLIC
/52855484_SecurityProviderProp SYNONYM		  PUBLIC
/529089f4_UserSaveYesButtonLis SYNONYM		  PUBLIC
/5292869c_OracleTypeCOLLECTION SYNONYM		  PUBLIC
/52bf07d2_GetProperties        SYNONYM		  PUBLIC
/52cfa804_Scanner	       SYNONYM		  PUBLIC
/52d29259_MethodExpression     SYNONYM		  PUBLIC
/52f13bab_State 	       SYNONYM		  PUBLIC
/52fd0638_JPopupMenuActionChan SYNONYM		  PUBLIC
/5304b079_DbmsObjectInputStrea SYNONYM		  PUBLIC
/530792d1_FillPolygonsS565     SYNONYM		  PUBLIC
/530a4c46_LocalStrings_de      SYNONYM		  PUBLIC
/530d09f8_TRawPrimitiveArray   SYNONYM		  PUBLIC
/530f6c5f_TAG_SESSION_IOP      SYNONYM		  PUBLIC
/531a4105_LiopProtocol	       SYNONYM		  PUBLIC
/53323e3f_BlockView	       SYNONYM		  PUBLIC
/53365034_NameImplEnumerator   SYNONYM		  PUBLIC
/53418037_ICRFillPolygonsRaste SYNONYM		  PUBLIC
/53501f61_AuthenticationExcept SYNONYM		  PUBLIC
/53581ca5_IDLTypeOperations    SYNONYM		  PUBLIC
/53609755_AliasDefHelper       SYNONYM		  PUBLIC
/5370eb23_ConditionVars        SYNONYM		  PUBLIC
/53874228_InternalFrameListene SYNONYM		  PUBLIC
/539a675e_oraxslDriver	       SYNONYM		  PUBLIC
/53a2293d_UnionMemberHelper    SYNONYM		  PUBLIC
/53a27b6f_SecurityContextHolde SYNONYM		  PUBLIC
/53a4d6e3_BasicBorders	       SYNONYM		  PUBLIC
/53a6379d__RepositoryImplBase  SYNONYM		  PUBLIC
/53ab9ec2_JspDatabaseResourceP SYNONYM		  PUBLIC
/53bbd6b5_CustomizerHarnessJar SYNONYM		  PUBLIC
/53c8615d_DefaultEditorKitSele SYNONYM		  PUBLIC
/53d7d665_HTMLLegendElement    SYNONYM		  PUBLIC
/53d830e9_BasicColorChooserUIP SYNONYM		  PUBLIC
/53eb58dc_ToolsError	       SYNONYM		  PUBLIC
/53fe9f21_ClassLocationDestina SYNONYM		  PUBLIC
/540439ab_HttpAccept	       SYNONYM		  PUBLIC
/540842c2_MenuDragMouseEvent   SYNONYM		  PUBLIC
/540e2247_DefaultClientInterce SYNONYM		  PUBLIC
/5416f4ac_IntIsoMorphicCopy    SYNONYM		  PUBLIC
/54220078_JspResourceProvider  SYNONYM		  PUBLIC
/543b5559_ErrorForm	       SYNONYM		  PUBLIC
/544daf33_NamingEventNotifier  SYNONYM		  PUBLIC
/544e2389_RowLabel	       SYNONYM		  PUBLIC
/54581c26_CastExpression       SYNONYM		  PUBLIC
/5461c3f4_FillPolygonsRGBX     SYNONYM		  PUBLIC
/54631901_CertificateEncodingE SYNONYM		  PUBLIC
/5463f0cc_ConnectionMultiplexe SYNONYM		  PUBLIC
/5465ea57_ErrorReporter        SYNONYM		  PUBLIC
/5472194d_Initializer	       SYNONYM		  PUBLIC
/5483ea63_MetalRadioButtonUI   SYNONYM		  PUBLIC
/548d7de9_PartialCompositeCont SYNONYM		  PUBLIC
/549be824_DeployEjbImpl        SYNONYM		  PUBLIC
/54a76e2_OracleSQLException    SYNONYM		  PUBLIC
/54b7bddf_LdapCtxSearchArgs    SYNONYM		  PUBLIC
/54b806ef_Callback	       SYNONYM		  PUBLIC
/54bfb475_DefaultCaretUpdateHa SYNONYM		  PUBLIC
/54ce239c_PKCS10Attribute      SYNONYM		  PUBLIC
/54d784a_PropertyListImplStatu SYNONYM		  PUBLIC
/54da6731_drawGlyphVectorRGB   SYNONYM		  PUBLIC
/54f58fb_BasicMenuUIMenuHandle SYNONYM		  PUBLIC
/54fb62e8_IfStatement	       SYNONYM		  PUBLIC
/54fe7ff3_OracleResultSetMetaD SYNONYM		  PUBLIC
/54ffa281__PrimitiveDefImplBas SYNONYM		  PUBLIC
/5507e62b_AggregateNamingEnume SYNONYM		  PUBLIC
/5509b2c4_ConstantExpression   SYNONYM		  PUBLIC
/550b17f0_ComponentView1       SYNONYM		  PUBLIC
/55118db4_ServletContextFactor SYNONYM		  PUBLIC
/5524dba9_OracleTypes	       SYNONYM		  PUBLIC
/5537e4e8_RepositoryIdSeqHolde SYNONYM		  PUBLIC
/55435af4_AddErrorPage	       SYNONYM		  PUBLIC
/55487c6a_ObjectTraverser      SYNONYM		  PUBLIC
/555649b9_OrExpression	       SYNONYM		  PUBLIC
/5558693d_OpEnumeration        SYNONYM		  PUBLIC
/5563fa9b_LoadJavaDescriptorSc SYNONYM		  PUBLIC
/5578bd8d_SystemSchema	       SYNONYM		  PUBLIC
/55848856_BasicTableUIMouseInp SYNONYM		  PUBLIC
/55a28faf_LocaleElements_sl_SI SYNONYM		  PUBLIC
/55abf4da_Synchronization      SYNONYM		  PUBLIC
/55afe010_InternalErrorServlet SYNONYM		  PUBLIC
/55c33eba_NotRegisteredHelper  SYNONYM		  PUBLIC
/55daf901_HeuristicRollbackExc SYNONYM		  PUBLIC
/55de594a_InvalidTransactionEx SYNONYM		  PUBLIC
/55ed862c_TransformedExternalE SYNONYM		  PUBLIC
/55ee3d34_DoPrivilegedAction   SYNONYM		  PUBLIC
/55f89c17_SunGraphics2DCachedM SYNONYM		  PUBLIC
/55f982a1_CubicCurve2DFloat    SYNONYM		  PUBLIC
/5600254f_JPubMessagesText_fi  SYNONYM		  PUBLIC
/561acbe1_ObjectStatusWrapper  SYNONYM		  PUBLIC
/56236e57_DefaultSSLSocketFact SYNONYM		  PUBLIC
/5638ed18_IDLEntity	       SYNONYM		  PUBLIC
/564607d_HTMLAnchorElement     SYNONYM		  PUBLIC
/56501fdc_AlreadyBound	       SYNONYM		  PUBLIC
/5653a9b3__st_TriggerHandler   SYNONYM		  PUBLIC
/56735f67_UnitClassResolverCla SYNONYM		  PUBLIC
/567b8399_OracleBlobInputStrea SYNONYM		  PUBLIC
/56857544_ImplEventHandler     SYNONYM		  PUBLIC
/56857a4d_RenderableImage      SYNONYM		  PUBLIC
/5690c7e_Constructor	       SYNONYM		  PUBLIC
/56924100__PrimitiveDefImplBas SYNONYM		  PUBLIC
/56935c88_BreakJasper	       SYNONYM		  PUBLIC
/56acf2af_ServiceCtx	       SYNONYM		  PUBLIC
/56d9d981_LocaleElements_it    SYNONYM		  PUBLIC
/56e0705d_HTMLButtonElement    SYNONYM		  PUBLIC
/56e3397d_DOMBuilderEvent      SYNONYM		  PUBLIC
/56e70d50_StatementStack       SYNONYM		  PUBLIC
/56ea895e_paintARGB_WITH_BITMA SYNONYM		  PUBLIC
/56f80423_SqljInitializationEr SYNONYM		  PUBLIC
/57147cdf_DrawPolygonsGray     SYNONYM		  PUBLIC
/571e97f0_TextLineFunction     SYNONYM		  PUBLIC
/5722dfcd_PersistentStoreExcep SYNONYM		  PUBLIC
/5729f890_HTMLUListElement     SYNONYM		  PUBLIC
/572be587_CategorizationEntry  SYNONYM		  PUBLIC
/5742d372_Server	       SYNONYM		  PUBLIC
/5744e1cd_OcmpSqlEngine        SYNONYM		  PUBLIC
/5753651e_MultiToolBarUI       SYNONYM		  PUBLIC
/5764a3b4_BasicInternalFrameUI SYNONYM		  PUBLIC
/5770483e_BorderUIResourceEtch SYNONYM		  PUBLIC
/57730b30_FixedHeightLayoutCac SYNONYM		  PUBLIC
/577ebe2e_DateFormatZoneData_b SYNONYM		  PUBLIC
/577f4ba0_XSLTContext	       SYNONYM		  PUBLIC
/57824e99_Breakpoint	       SYNONYM		  PUBLIC
/5789426c_PrivilegedHttpServle SYNONYM		  PUBLIC
/5797d2e5_OracleClobInputStrea SYNONYM		  PUBLIC
/579c7541_SessIiopService      SYNONYM		  PUBLIC
/57ca8109_OracleStreamHolder1  SYNONYM		  PUBLIC
/57d258f8_LocaleElements_sh_YU SYNONYM		  PUBLIC
/57d391ee_CollectionsSynchroni SYNONYM		  PUBLIC
/57d44730_Sender	       SYNONYM		  PUBLIC
/57d4d693_RepositoryIdSeqHolde SYNONYM		  PUBLIC
/57d6d219_HeuristicRollback    SYNONYM		  PUBLIC
/57e05431_LocalStrings_ja      SYNONYM		  PUBLIC
/57e8cc47_BasicMenuItemUIMenuK SYNONYM		  PUBLIC
/58034de9_BeanContextServiceAv SYNONYM		  PUBLIC
/583aa59b_CharBasedLigaturizer SYNONYM		  PUBLIC
/58408288_RepositoryImpl       SYNONYM		  PUBLIC
/58452ccf_utReference	       SYNONYM		  PUBLIC
/5845c53a_OraCustomizerErrorsT SYNONYM		  PUBLIC
/5849b150__RootCoordinatorImpl SYNONYM		  PUBLIC
/585306fa_OpenJspTagPluginPara SYNONYM		  PUBLIC
/586693a5_DefaultSingleSelecti SYNONYM		  PUBLIC
/586b5be9_Traversable	       SYNONYM		  PUBLIC
/586b94be_RawRawInput	       SYNONYM		  PUBLIC
/58751dac_FillRectARGB_PRE     SYNONYM		  PUBLIC
/5877ab68_CursorJSClassJSClass SYNONYM		  PUBLIC
/5879abdf_HttpURLConnection2   SYNONYM		  PUBLIC
/5883d3be__tie_PublishingConte SYNONYM		  PUBLIC
/5892cfd5__AliasDefImplBase    SYNONYM		  PUBLIC
/5899108_RasterOutputManagerPa SYNONYM		  PUBLIC
/5899d262_ConstantPool	       SYNONYM		  PUBLIC
/58a0799c_BasicLookAndFeel3    SYNONYM		  PUBLIC
/58a75501_OraClosureFactory2   SYNONYM		  PUBLIC
/58addbb_FloatingPointLiteralN SYNONYM		  PUBLIC
/58b43105_MetalIconFactoryMenu SYNONYM		  PUBLIC
/58b4ec62_paintARGB_ONTO_S565  SYNONYM		  PUBLIC
/58c264f5_LnkdConstantPool     SYNONYM		  PUBLIC
/58c6f7f5_HtmlWriter	       SYNONYM		  PUBLIC
/58c74033_CachedStatement      SYNONYM		  PUBLIC
/58cafd8_PositiveExpression    SYNONYM		  PUBLIC
/58d6738e_NoMoreElementExcepti SYNONYM		  PUBLIC
/58d76f5d_AreaPathIterator     SYNONYM		  PUBLIC
/58dda9ec_paintARGB_WITH_BITMA SYNONYM		  PUBLIC
/58dfdcf0_ShortGrayToXbgr      SYNONYM		  PUBLIC
/58e06e61_LocaleElements_nl_BE SYNONYM		  PUBLIC
/58eb5d2c_LocaleElements_it_IT SYNONYM		  PUBLIC
/58f49e63_BasicOptionPaneUIBut SYNONYM		  PUBLIC
/58f634be_JTableAccessibleJTab SYNONYM		  PUBLIC
/58fa4a80_TextLineACIFontSourc SYNONYM		  PUBLIC
/59082315_UnsignedShiftRightEx SYNONYM		  PUBLIC
/591c5967_OraTypeCustomizerFac SYNONYM		  PUBLIC
/5921139d_JspClassLoaderClassC SYNONYM		  PUBLIC
/592751f2_ElemJSClassWithField SYNONYM		  PUBLIC
/5939dbee_BasicTableUI1        SYNONYM		  PUBLIC
/59560d8c_JEditorPaneAccessibl SYNONYM		  PUBLIC
/595970da_CertificateIssuerNam SYNONYM		  PUBLIC
/5970f2b8_AliasDefOperations   SYNONYM		  PUBLIC
/597524bf_SyntaxWalker	       SYNONYM		  PUBLIC
/597d6ad0_HTMLHeadingElement   SYNONYM		  PUBLIC
/59b38e14_SessionBasedReferenc SYNONYM		  PUBLIC
/59bfd6cb_EnvironmentSpecificI SYNONYM		  PUBLIC
/59c78627_RealmTool	       SYNONYM		  PUBLIC
/59c91caf_IiopServletRequest   SYNONYM		  PUBLIC
/59d9ce13_BeansUtil	       SYNONYM		  PUBLIC
/59db582_TransparentDitheredBl SYNONYM		  PUBLIC
/59dc06b_GopherURLConnection   SYNONYM		  PUBLIC
/59dff736_JspParseTagGlobalsFi SYNONYM		  PUBLIC
/59e15ae_ObjectWrapper	       SYNONYM		  PUBLIC
/59e775df_ErrorResult	       SYNONYM		  PUBLIC
/59ee20aa_NoSuchSchemeExceptio SYNONYM		  PUBLIC
/59f7eebd_StyleSheetViewAttrib SYNONYM		  PUBLIC
/5a00f773_ReadOnlyObjectExcept SYNONYM		  PUBLIC
/5a01f5b3_ClassDeclaration     SYNONYM		  PUBLIC
/5a03f19_StringMatchResult     SYNONYM		  PUBLIC
/5a0e7dd8_ActivationSystem     SYNONYM		  PUBLIC
/5a0ec947_MetalBordersFlush3DB SYNONYM		  PUBLIC
/5a0ecc37_JPubMessagesText_ru_ SYNONYM		  PUBLIC
/5a17aaf8_UniqueIdentity       SYNONYM		  PUBLIC
/5a1a47f6__DeployEJBImplBase   SYNONYM		  PUBLIC
/5a1b369e_NonPublishedObject   SYNONYM		  PUBLIC
/5a2492e9_IntBgrToIntBgr       SYNONYM		  PUBLIC
/5a32fb58_OracleBufferedStream SYNONYM		  PUBLIC
/5a36a1b4_ProcessingState1     SYNONYM		  PUBLIC
/5a429944_AQjmsMessageEOFExcep SYNONYM		  PUBLIC
/5a4a50a3_IdentifierGlueReifie SYNONYM		  PUBLIC
/5a5278d9__AttributeDefImplBas SYNONYM		  PUBLIC
/5a55fd3_IDLParserJJCalls      SYNONYM		  PUBLIC
/5a5fddea_MetalIconFactoryTree SYNONYM		  PUBLIC
/5a634223_DragSourceDragEvent  SYNONYM		  PUBLIC
/5a749eac_NoTransaction        SYNONYM		  PUBLIC
/5a9019ba_TranslationException SYNONYM		  PUBLIC
/5a981e33_Element	       SYNONYM		  PUBLIC
/5a99cdaa_BinaryBitExpression  SYNONYM		  PUBLIC
/5aa378cc_RequestHeaderHolder  SYNONYM		  PUBLIC
/5aaded30_BasicIconFactoryMenu SYNONYM		  PUBLIC
/5ab37c3e_RawJavaConstants     SYNONYM		  PUBLIC
/5ab813b5_MetalLabelUI	       SYNONYM		  PUBLIC
/5ac5fdc2_ObjectHelper	       SYNONYM		  PUBLIC
/5ac8d227_IntArgbTo8bitDithere SYNONYM		  PUBLIC
/5aebb118__StructDefImplBase   SYNONYM		  PUBLIC
/5afa4213_FromDescAncestor     SYNONYM		  PUBLIC
/5b003626_DirContext	       SYNONYM		  PUBLIC
/5b07aedc_RasterOutputManagerP SYNONYM		  PUBLIC
/5b24a661_Chmod 	       SYNONYM		  PUBLIC
/5b303eea_DynamicIdentityBlock SYNONYM		  PUBLIC
/5b341e09_JspCompileException  SYNONYM		  PUBLIC
/5b363cf_DigMember	       SYNONYM		  PUBLIC
/5b6826a6_ErrorConsumer        SYNONYM		  PUBLIC
/5b819eb8_ArgbPremulToXrgb     SYNONYM		  PUBLIC
/5b91a927_SessionContextSessio SYNONYM		  PUBLIC
/5b971b41_MonospacedFormater   SYNONYM		  PUBLIC
/5b97522e_BufferedImageFilter  SYNONYM		  PUBLIC
/5ba3839f_DirStateFactoryResul SYNONYM		  PUBLIC
/5ba755e6_ConnectionFactory    SYNONYM		  PUBLIC
/5baa2d75_DescriptionSeqHolder SYNONYM		  PUBLIC
/5bb11e5_CachedDynamicProfileW SYNONYM		  PUBLIC
/5bbb8fc6_OracleClassLoader2   SYNONYM		  PUBLIC
/5bc3ce31_HTMLFormElement      SYNONYM		  PUBLIC

OBJECT_NAME		       OBJECT_TYPE	  OWNER
------------------------------ ------------------ ------------------------------
/5bc4e1bd_RootClassResolverDri SYNONYM		  PUBLIC
/5bea98cd_BasicLookAndFeel2    SYNONYM		  PUBLIC
/5bf48a90_CloneNotSupportedExc SYNONYM		  PUBLIC
/5c06e1f5_SCRFillPolygonsRaste SYNONYM		  PUBLIC
/5c13b0cf_HttpInputStream      SYNONYM		  PUBLIC
/5c14bed5_JavaParserSubTokenMa SYNONYM		  PUBLIC
/5c14df21_CompilerInterfaceBas SYNONYM		  PUBLIC
/5c1bb727_NVListImpl	       SYNONYM		  PUBLIC
/5c210b35_Expression	       SYNONYM		  PUBLIC
/5c368615_JComboBoxAccessibleJ SYNONYM		  PUBLIC
/5c3f9c09_SqljDecl	       SYNONYM		  PUBLIC
/5c41c954_DefaultListCellRende SYNONYM		  PUBLIC
/5c45d73b_X509Certificate      SYNONYM		  PUBLIC
/5c474fb0_SchemaObject	       SYNONYM		  PUBLIC
/5c4ad5ce_ExecutableInputMetho SYNONYM		  PUBLIC
/5c5392d6_GiopStream	       SYNONYM		  PUBLIC
/5c65a69c_BasicTabbedPaneUI3   SYNONYM		  PUBLIC
/5c6c0136_KGEException	       SYNONYM		  PUBLIC
/5c6cefdc_ResolverHelper       SYNONYM		  PUBLIC
/5c6d9597_BasicDesktopPaneUI   SYNONYM		  PUBLIC
/5c7cf062_LOBTracker	       SYNONYM		  PUBLIC
/5ca0b290_DirObjectFactory     SYNONYM		  PUBLIC
/5ca34f17_SQLOperationImplProf SYNONYM		  PUBLIC
/5cb37f23_BasicViewportUI      SYNONYM		  PUBLIC
/5cbb60a8_paintArgbOntoXrgb    SYNONYM		  PUBLIC
/5cc48157_DSUserObjectInfo     SYNONYM		  PUBLIC
/5cc81a11_NamingContext        SYNONYM		  PUBLIC
/5cd48e4b_SwatchPanel	       SYNONYM		  PUBLIC
/5ce02f8a_CLProcessorArg       SYNONYM		  PUBLIC
/5ceb0354_ThreadInfo	       SYNONYM		  PUBLIC
/5cf6e7ca_PublishingContextHel SYNONYM		  PUBLIC
/5d0a2c09_AuditorInstallerErro SYNONYM		  PUBLIC
/5d13a8a3_SessionNameParser    SYNONYM		  PUBLIC
/5d1e32ea_PostIncExpression    SYNONYM		  PUBLIC
/5d21bb7b_ServletRequestImpl2  SYNONYM		  PUBLIC
/5d34118_paintGray8_ONTO_ARGB  SYNONYM		  PUBLIC
/5d3e4cd_schemaIdsHolder       SYNONYM		  PUBLIC
/5d49a7ac_ExecObjectStatusWrap SYNONYM		  PUBLIC
/5d4cf78d_DefaultEditorKitCutA SYNONYM		  PUBLIC
/5d611915_ExProperties1        SYNONYM		  PUBLIC
/5d69b6cb_OperationDef	       SYNONYM		  PUBLIC
/5d6c5125_ArithmeticOperatorNo SYNONYM		  PUBLIC
/5d6dbfa_InvalidClientIDExcept SYNONYM		  PUBLIC
/5d74958d_Message	       SYNONYM		  PUBLIC
/5d7f52f5_HTMLLabelElement     SYNONYM		  PUBLIC
/5d83c9b7_AQjmsEventListenerCo SYNONYM		  PUBLIC
/5d8cc55d_ClassForName1        SYNONYM		  PUBLIC
/5da7c6b_ParagraphView	       SYNONYM		  PUBLIC
/5daa4382_Init		       SYNONYM		  PUBLIC
/5dac6b04_SqlTableType	       SYNONYM		  PUBLIC
/5daf5aa8_AuroraPermission     SYNONYM		  PUBLIC
/5dbc5d3_LocaleElements_sv_SE  SYNONYM		  PUBLIC
/5dd72b1f_OraTypeInfo	       SYNONYM		  PUBLIC
/5dde57be_ReplyHeaderHelper    SYNONYM		  PUBLIC
/5ddfc081__st_Synchronization  SYNONYM		  PUBLIC
/5df49e81_CastExpression       SYNONYM		  PUBLIC
/5dfa5cc8_ApplicationListener  SYNONYM		  PUBLIC
/5e020d1b_ElemHelper	       SYNONYM		  PUBLIC
/5e0dc535_LUTxparTo16Bit565    SYNONYM		  PUBLIC
/5e2d70d2_DescHolder	       SYNONYM		  PUBLIC
/5e38d552__OperationDefImplBas SYNONYM		  PUBLIC
/5e5a0bb1_DebuggerHelper       SYNONYM		  PUBLIC
/5e5f78b1_DrawStringRasterCont SYNONYM		  PUBLIC
/5e6e8643_BasicLabelUIPressAct SYNONYM		  PUBLIC
/5e700bcb_DynStructImpl        SYNONYM		  PUBLIC
/5e78fd86_PrimitiveRegistrar   SYNONYM		  PUBLIC
/5e7d0_DropTargetDropEvent     SYNONYM		  PUBLIC
/5e825a6_SqlPackageType_SJProf SYNONYM		  PUBLIC
/5e836aec_DefaultCaretSafeScro SYNONYM		  PUBLIC
/5e84a4e7_HttpRequestProvider  SYNONYM		  PUBLIC
/5e8dbef4_ProcessingStateInvok SYNONYM		  PUBLIC
/5e9230fb_MultiLookAndFeel     SYNONYM		  PUBLIC
/5ea3b1ed_GreaterOrEqualExpres SYNONYM		  PUBLIC
/5ea567c8_AuroraOutput	       SYNONYM		  PUBLIC
/5ecb93ab_TOutlineMakerVertexE SYNONYM		  PUBLIC
/5ed3c82c_OracleJTAServerInter SYNONYM		  PUBLIC
/5eddbe97_InitialReferencesHol SYNONYM		  PUBLIC
/5ee01cfc_ActivationInstantiat SYNONYM		  PUBLIC
/5ee89977_NamespaceRDBMS       SYNONYM		  PUBLIC
/5eea25ea_BinaryLogicalExpress SYNONYM		  PUBLIC
/5efca804_DeflaterOutputStream SYNONYM		  PUBLIC
/5f2c5e05_AliasDef	       SYNONYM		  PUBLIC
/5f30ec72_IntArgbTo4byteAbgrPr SYNONYM		  PUBLIC
/5f37aa78_PanelPeer	       SYNONYM		  PUBLIC
/5f3906a5_LocaleElements_es_VE SYNONYM		  PUBLIC
/5f3d424_PartialCompositeDirCo SYNONYM		  PUBLIC
/5f403c85_NetscapeCertTypeExte SYNONYM		  PUBLIC
/5f47bb95_BasicInternalFrameUI SYNONYM		  PUBLIC
/5f4fc1d1_TemplateServlet      SYNONYM		  PUBLIC
/5f58cebe_DeploymentDescriptor SYNONYM		  PUBLIC
/5f5f94c1_JPopupMenuAccessible SYNONYM		  PUBLIC
/5f6c2708_MultiPanelUI	       SYNONYM		  PUBLIC
/5f76d12f_LigaturizerFilter    SYNONYM		  PUBLIC
/5f91de64_OracleInputStream    SYNONYM		  PUBLIC
/5f9262da_LocatorFinderFactory SYNONYM		  PUBLIC
/5f97ae04_ShortInterleavedRast SYNONYM		  PUBLIC
/5f9e43de_AllPermissionCollect SYNONYM		  PUBLIC
/5fa3f6ad_LocalStringManagerIm SYNONYM		  PUBLIC
/5fac0638_LocaleElements_nl    SYNONYM		  PUBLIC
/5fb48e0_DontKnowException     SYNONYM		  PUBLIC
/5fb9e768_OpenJspTagRemove     SYNONYM		  PUBLIC
/5fc70f22_RootClassResolverPri SYNONYM		  PUBLIC
/5fe8142f_LogTranslationErrorP SYNONYM		  PUBLIC
/6009b6a2_paintGray16_ONTO_XBG SYNONYM		  PUBLIC
/60178b24_OcmpBeanMapping      SYNONYM		  PUBLIC
/601c470_ProcessHelper	       SYNONYM		  PUBLIC
/601f223c_BCRDrawString24BitRa SYNONYM		  PUBLIC
/601fdf93_CommentView	       SYNONYM		  PUBLIC
/6028f1e9_drawString24BITBGR   SYNONYM		  PUBLIC
/602c5546_SessionPrincipal     SYNONYM		  PUBLIC
/602e92eb_TSamplingExtractor   SYNONYM		  PUBLIC
/60345452_SwitchDataEnumeratio SYNONYM		  PUBLIC
/6034f8bd_BCRDrawGlyphVector24 SYNONYM		  PUBLIC
/60466a1e_BindingHelper        SYNONYM		  PUBLIC
/6050a9a8_BadGroupException    SYNONYM		  PUBLIC
/60542e16_CurrentConnectionInf SYNONYM		  PUBLIC
/60618ead_OracleSSLSocketInput SYNONYM		  PUBLIC
/6068de6b_BogusInputStream     SYNONYM		  PUBLIC
/607803cf_DSAParams	       SYNONYM		  PUBLIC
/607ceb7d_BadFileFormatExcepti SYNONYM		  PUBLIC
/6080e7d0_RepAPIException      SYNONYM		  PUBLIC
/609a9139_MetalComboBoxUIMetal SYNONYM		  PUBLIC
/60a42dda_FromAttributes       SYNONYM		  PUBLIC
/60c63e8b_paintArgbPreOntoArgb SYNONYM		  PUBLIC
/60d25cac_FromPrecedingSibling SYNONYM		  PUBLIC
/60d398a7_NamingContextOperati SYNONYM		  PUBLIC
/60dc750a_LocaleElements_sq    SYNONYM		  PUBLIC
/60dc9edd_GeneralNamesExceptio SYNONYM		  PUBLIC
/60e7a6fe_MainSwatchPanel      SYNONYM		  PUBLIC
/60f1ec70_DateFormatZoneData_f SYNONYM		  PUBLIC
/60fc3787_CheckerWithTypePrope SYNONYM		  PUBLIC
/60ffd259_ArrayDefOperations   SYNONYM		  PUBLIC
/6101d1b8_LocalStrings_it      SYNONYM		  PUBLIC
/6107873e_IntRgbxToIntRgbx     SYNONYM		  PUBLIC
/610c8935_CreationImplDef      SYNONYM		  PUBLIC
/611ddfd0_JPubMessagesText_pt_ SYNONYM		  PUBLIC
/612e1026_JTextComponentCompos SYNONYM		  PUBLIC
/613bcf0f_FlavorMap	       SYNONYM		  PUBLIC
/61405eea_AccessibleAction     SYNONYM		  PUBLIC
/614531ca_ActivationGroupDescC SYNONYM		  PUBLIC
/615ca2e3_BasicTabbedPaneUI7   SYNONYM		  PUBLIC
/6164f6e3_INVALID_TRANSACTION  SYNONYM		  PUBLIC
/616579a2_BasicTreeUINodeDimen SYNONYM		  PUBLIC
/61662a4f_UrlUtil	       SYNONYM		  PUBLIC
/6169ab63_FSContextFactory     SYNONYM		  PUBLIC
/61726107_DigestAuth	       SYNONYM		  PUBLIC
/617bf546_OpDataSwitchTargetEn SYNONYM		  PUBLIC
/61818a6f_ImportDeclarationNod SYNONYM		  PUBLIC
/6182aa40_LocaleElements_de_CH SYNONYM		  PUBLIC
/618c79ab_JspBeanPropertyInfo  SYNONYM		  PUBLIC
/6191322_DescSeqHolder	       SYNONYM		  PUBLIC
/61a6120b_AQjmsDeqSelConstants SYNONYM		  PUBLIC
/61b02f20_SignatureFileVerifie SYNONYM		  PUBLIC
/61b2c23a__tie_DeployEJB       SYNONYM		  PUBLIC
/61b3739f_CompilerConnection   SYNONYM		  PUBLIC
/61be906b_TransactionRequiredE SYNONYM		  PUBLIC
/61c1d532_LocaleElements_ar_QA SYNONYM		  PUBLIC
/61c4fe14_BasicMenuUIChangeHan SYNONYM		  PUBLIC
/61caf7df_TPtrArrayOfCAGBezier SYNONYM		  PUBLIC
/61e24446_subTM 	       SYNONYM		  PUBLIC
/61e24926_TagSupport	       SYNONYM		  PUBLIC
/61e54c91_AuroraEnvironment    SYNONYM		  PUBLIC
/61e54c96_ResourceAllocationEx SYNONYM		  PUBLIC
/61e9dee5_RemoteEnumerationPro SYNONYM		  PUBLIC
/61f0af8c_HTMLMapElement       SYNONYM		  PUBLIC
/61f516f7_IntrospectionExcepti SYNONYM		  PUBLIC
/621d5970_OracleClassLocation  SYNONYM		  PUBLIC
/6222d05a_RemoteToCorba        SYNONYM		  PUBLIC
/6223a233_ParserDelegator      SYNONYM		  PUBLIC
/622cc68a_HTMLDivElement       SYNONYM		  PUBLIC
/623179ca_CharacterConverter1B SYNONYM		  PUBLIC
/624a02c9_paintARGB_PRE_ONTO_S SYNONYM		  PUBLIC
/6256e18e_TGrafExtractorExcept SYNONYM		  PUBLIC
/6258bce8_JavaTraverser        SYNONYM		  PUBLIC
/626aa52d_BindingIteratorImpl  SYNONYM		  PUBLIC
/6277312d_StandardExtendedText SYNONYM		  PUBLIC
/627ade71_BasicScrollPaneUI    SYNONYM		  PUBLIC
/628b38ea_StyledEditorKitUnder SYNONYM		  PUBLIC
/6292626f_CachedLocaleDataCLDS SYNONYM		  PUBLIC
/629ac7ad_TextAreaPeer	       SYNONYM		  PUBLIC
/62b14269_LocaleElements_ar    SYNONYM		  PUBLIC
/62b9e944_GiopStubDelegate     SYNONYM		  PUBLIC
/62cd954_TranslationOutput     SYNONYM		  PUBLIC
/62d08e03__ExceptionDefImplBas SYNONYM		  PUBLIC
/62d8400_NotSubtransaction     SYNONYM		  PUBLIC
/62dede08_TOutputVertexList    SYNONYM		  PUBLIC
