
SQL*Plus: Release 11.2.0.3.0 Production on Wed Jun 12 15:39:13 2013

Copyright (c) 1982, 2011, Oracle.  All rights reserved.


Connected to:
Oracle Database 11g Enterprise Edition Release 11.2.0.3.0 - 64bit Production

SQL> SQL> 
DBMS_ASSERT		       SYNONYM		   PUBLIC
DBMS_ASSERT		       PACKAGE		   SYS
DBMS_AUTO_SQLTUNE	       SYNONYM		   PUBLIC
DBMS_AUTO_TASK		       PACKAGE		   SYS
DBMS_AUTO_TASK		       SYNONYM		   PUBLIC
DBMS_AUTO_TASK_ADMIN	       SYNONYM		   PUBLIC
DBMS_AUTO_TASK_EXPORT	       SYNONYM		   PUBLIC
DBMS_AUTO_TASK_IMMEDIATE       SYNONYM		   PUBLIC
DBMS_AW 		       SYNONYM		   PUBLIC
DBMS_AW 		       PACKAGE		   SYS
DBMS_AW$_COLUMNLIST_T	       TYPE		   SYS
DBMS_AW$_COLUMNLIST_T	       SYNONYM		   PUBLIC
DBMS_AW$_DIMENSION_SOURCES_T   SYNONYM		   PUBLIC
DBMS_AW$_DIMENSION_SOURCES_T   TYPE		   SYS
DBMS_AW$_DIMENSION_SOURCE_T    TYPE		   SYS
DBMS_AW$_DIMENSION_SOURCE_T    SYNONYM		   PUBLIC
DBMS_AW_EXP		       PACKAGE		   SYS
DBMS_AW_EXP		       SYNONYM		   PUBLIC
DBMS_AW_STATS		       PACKAGE		   SYS
DBMS_AW_STATS		       SYNONYM		   PUBLIC
DBMS_CACHEUTIL		       SYNONYM		   PUBLIC
DBMS_CAPTURE_ADM	       SYNONYM		   PUBLIC
DBMS_CAPTURE_SWITCH_ADM        SYNONYM		   PUBLIC
DBMS_CDC_DPUTIL 	       SYNONYM		   PUBLIC
DBMS_CDC_DPUTIL 	       PACKAGE		   SYS
DBMS_CDC_EXPDP		       PACKAGE		   SYS
DBMS_CDC_EXPDP		       SYNONYM		   PUBLIC
DBMS_CDC_EXPVDP 	       PACKAGE		   SYS
DBMS_CDC_EXPVDP 	       SYNONYM		   PUBLIC
DBMS_CDC_IMPDP		       SYNONYM		   PUBLIC
DBMS_CDC_IMPDP		       PACKAGE		   SYS
DBMS_CDC_IMPDPV 	       SYNONYM		   PUBLIC
DBMS_CDC_IPUBLISH	       SYNONYM		   PUBLIC
DBMS_CDC_ISUBSCRIBE	       SYNONYM		   PUBLIC
DBMS_CDC_ISUBSCRIBE	       PACKAGE		   SYS
DBMS_CDC_PUBLISH	       SYNONYM		   PUBLIC
DBMS_CDC_SUBSCRIBE	       SYNONYM		   PUBLIC
DBMS_CDC_SUBSCRIBE	       PACKAGE		   SYS
DBMS_CDC_SYS_IPUBLISH	       SYNONYM		   PUBLIC
DBMS_CHANGE_NOTIFICATION       SYNONYM		   PUBLIC
DBMS_COMPARISON 	       SYNONYM		   PUBLIC
DBMS_COMPRESSION	       SYNONYM		   PUBLIC
DBMS_COMPRESSION	       PACKAGE		   SYS
DBMS_CQ_NOTIFICATION	       SYNONYM		   PUBLIC
DBMS_CRYPTO		       SYNONYM		   PUBLIC
DBMS_CRYPTO_TOOLKIT	       SYNONYM		   PUBLIC
DBMS_CRYPTO_TOOLKIT	       PACKAGE		   SYS
DBMS_CSX_ADMIN		       SYNONYM		   PUBLIC
DBMS_CSX_INT		       SYNONYM		   PUBLIC
DBMS_CSX_INT		       PACKAGE		   XDB
DBMS_CUBE_LOG		       PACKAGE		   SYS
DBMS_CUBE_LOG		       SYNONYM		   PUBLIC
DBMS_DATAPUMP		       PACKAGE		   SYS
DBMS_DATAPUMP		       SYNONYM		   PUBLIC
DBMS_DATA_MINING	       SYNONYM		   PUBLIC
DBMS_DATA_MINING	       PACKAGE		   SYS
DBMS_DATA_MINING_TRANSFORM     PACKAGE		   SYS
DBMS_DATA_MINING_TRANSFORM     SYNONYM		   PUBLIC
DBMS_DBFS_CONTENT	       SYNONYM		   PUBLIC
DBMS_DBFS_CONTENT_ADMIN        SYNONYM		   PUBLIC
DBMS_DBFS_CONTENT_CONTEXT_T    SYNONYM		   PUBLIC
DBMS_DBFS_CONTENT_LIST_ITEMS_T SYNONYM		   PUBLIC
DBMS_DBFS_CONTENT_LIST_ITEM_T  SYNONYM		   PUBLIC
DBMS_DBFS_CONTENT_PROPERTIES_T SYNONYM		   PUBLIC
DBMS_DBFS_CONTENT_PROPERTY_T   SYNONYM		   PUBLIC
DBMS_DBFS_CONTENT_RAW_T        SYNONYM		   PUBLIC
DBMS_DBFS_HS		       SYNONYM		   PUBLIC
DBMS_DBFS_HS_ITEM_T	       SYNONYM		   PUBLIC
DBMS_DBFS_HS_LITEMS_T	       SYNONYM		   PUBLIC
DBMS_DBFS_SFS		       SYNONYM		   PUBLIC
DBMS_DBFS_SFS_ADMIN	       SYNONYM		   PUBLIC
DBMS_DBLINK		       SYNONYM		   PUBLIC
DBMS_DB_VERSION 	       SYNONYM		   PUBLIC
DBMS_DB_VERSION 	       PACKAGE		   SYS
DBMS_DDL		       PACKAGE		   SYS
DBMS_DDL		       SYNONYM		   PUBLIC
DBMS_DDL_INTERNAL	       SYNONYM		   PUBLIC
DBMS_DEBUG		       SYNONYM		   PUBLIC
DBMS_DEBUG		       PACKAGE		   SYS
DBMS_DEBUG_JDWP 	       PACKAGE		   SYS
DBMS_DEBUG_JDWP 	       SYNONYM		   PUBLIC
DBMS_DEBUG_JDWP_CUSTOM	       SYNONYM		   PUBLIC
DBMS_DEBUG_JDWP_CUSTOM	       PACKAGE		   SYS
DBMS_DEBUG_VC2COLL	       TYPE		   SYS
DBMS_DEFER		       SYNONYM		   PUBLIC
DBMS_DEFERGEN		       SYNONYM		   PUBLIC
DBMS_DEFER_QUERY	       SYNONYM		   PUBLIC
DBMS_DEFER_SYS		       SYNONYM		   PUBLIC
DBMS_DESCRIBE		       PACKAGE		   SYS
DBMS_DESCRIBE		       SYNONYM		   PUBLIC

OBJECT_NAME		       OBJECT_TYPE	   OWNER
------------------------------ ------------------- ------------------------------
DBMS_DG 		       SYNONYM		   PUBLIC
DBMS_DIMENSION		       SYNONYM		   PUBLIC
DBMS_DIMENSION		       PACKAGE		   SYS
DBMS_DISTRIBUTED_TRUST_ADMIN   SYNONYM		   PUBLIC
DBMS_DM_MODEL_EXP	       PACKAGE		   SYS
DBMS_DM_MODEL_IMP	       PACKAGE		   SYS
DBMS_DM_MODEL_IMP	       SYNONYM		   PUBLIC
DBMS_DNFS		       SYNONYM		   PUBLIC
DBMS_DST		       SYNONYM		   PUBLIC
DBMS_EDITIONS_UTILITIES        SYNONYM		   PUBLIC
DBMS_EDITIONS_UTILITIES        PACKAGE		   SYS
DBMS_EPG		       PACKAGE		   SYS
DBMS_EPG		       SYNONYM		   PUBLIC
DBMS_EPGC		       PACKAGE		   SYS
DBMS_EPGC		       SYNONYM		   PUBLIC
DBMS_ERRLOG		       PACKAGE		   SYS
DBMS_ERRLOG		       SYNONYM		   PUBLIC
DBMS_EXPORT_EXTENSION	       PACKAGE		   SYS
DBMS_FBT		       PACKAGE		   SYS
DBMS_FBT		       SYNONYM		   PUBLIC
DBMS_FEATURE_USAGE_REPORT      SYNONYM		   PUBLIC
DBMS_FGA		       SYNONYM		   PUBLIC
DBMS_FILE_GROUP 	       SYNONYM		   PUBLIC
DBMS_FILE_GROUP_EXP	       PACKAGE		   SYS
DBMS_FILE_GROUP_IMP	       PACKAGE		   SYS
DBMS_FILE_TRANSFER	       SYNONYM		   PUBLIC
DBMS_FLASHBACK		       SYNONYM		   PUBLIC
DBMS_FLASHBACK_ARCHIVE	       SYNONYM		   PUBLIC
DBMS_FREQUENT_ITEMSET	       PACKAGE		   SYS
DBMS_FREQUENT_ITEMSET	       SYNONYM		   PUBLIC
DBMS_FUSE		       SYNONYM		   PUBLIC
DBMS_GOLDENGATE_AUTH	       SYNONYM		   PUBLIC
DBMS_HM 		       SYNONYM		   PUBLIC
DBMS_HPROF		       SYNONYM		   PUBLIC
DBMS_HS 		       SYNONYM		   PUBLIC
DBMS_HS_EXTPROC 	       SYNONYM		   PUBLIC
DBMS_HS_PARALLEL	       SYNONYM		   PUBLIC
DBMS_HS_PARALLEL	       PACKAGE		   SYS
DBMS_INDEX_UTL		       PACKAGE		   SYS
DBMS_INDEX_UTL		       SYNONYM		   PUBLIC
DBMS_INTERNAL_REPCAT	       SYNONYM		   PUBLIC
DBMS_IR 		       SYNONYM		   PUBLIC
DBMS_ITRIGGER_UTL	       PACKAGE		   SYS
DBMS_JAVA_DUMP		       SYNONYM		   PUBLIC
DBMS_JAVA_TEST		       SYNONYM		   PUBLIC
DBMS_JAVA_TEST		       PACKAGE		   SYS
DBMS_JDM_INTERNAL	       PACKAGE		   SYS
DBMS_JOB		       PACKAGE		   SYS
DBMS_JOB		       SYNONYM		   PUBLIC
DBMS_JOB$		       JOB CLASS	   SYS
DBMS_LCR		       SYNONYM		   PUBLIC
DBMS_LCR		       PACKAGE		   SYS
DBMS_LDAP		       SYNONYM		   PUBLIC
DBMS_LDAP		       PACKAGE		   SYS
DBMS_LDAP_UTL		       SYNONYM		   PUBLIC
DBMS_LDAP_UTL		       PACKAGE		   SYS
DBMS_LOB		       PACKAGE		   SYS
DBMS_LOB		       SYNONYM		   PUBLIC
DBMS_LOBUTIL		       PACKAGE		   SYS
DBMS_LOBUTIL		       SYNONYM		   PUBLIC
DBMS_LOBUTIL_DEDUPSET_T        TYPE		   SYS
DBMS_LOBUTIL_DEDUPSET_T        SYNONYM		   PUBLIC
DBMS_LOBUTIL_INODE_T	       SYNONYM		   PUBLIC
DBMS_LOBUTIL_INODE_T	       TYPE		   SYS
DBMS_LOBUTIL_LOBEXTENTS_T      SYNONYM		   PUBLIC
DBMS_LOBUTIL_LOBEXTENTS_T      TYPE		   SYS
DBMS_LOBUTIL_LOBEXTENT_T       SYNONYM		   PUBLIC
DBMS_LOBUTIL_LOBEXTENT_T       TYPE		   SYS
DBMS_LOBUTIL_LOBMAP_T	       SYNONYM		   PUBLIC
DBMS_LOBUTIL_LOBMAP_T	       TYPE		   SYS
DBMS_LOCK		       SYNONYM		   PUBLIC
DBMS_LOGMNR		       SYNONYM		   PUBLIC
DBMS_LOGMNR_CDC_PUBLISH        SYNONYM		   PUBLIC
DBMS_LOGMNR_CDC_SUBSCRIBE      SYNONYM		   PUBLIC
DBMS_LOGMNR_D		       SYNONYM		   PUBLIC
DBMS_LOGREP_EXP 	       PACKAGE		   SYS
DBMS_LOGREP_IMP 	       PACKAGE		   SYS
DBMS_LOGSTDBY		       SYNONYM		   PUBLIC
DBMS_LOGSTDBY_PUBLIC	       SYNONYM		   PUBLIC
DBMS_METADATA		       PACKAGE		   SYS
DBMS_METADATA		       SYNONYM		   PUBLIC
DBMS_METADATA_BUILD	       SYNONYM		   PUBLIC
DBMS_METADATA_DIFF	       PACKAGE		   SYS
DBMS_METADATA_DIFF	       SYNONYM		   PUBLIC
DBMS_METADATA_DPBUILD	       SYNONYM		   PUBLIC
DBMS_MONITOR		       SYNONYM		   PUBLIC
DBMS_MVIEW		       SYNONYM		   PUBLIC
DBMS_NETWORK_ACL_ADMIN	       SYNONYM		   PUBLIC
DBMS_NETWORK_ACL_UTILITY       SYNONYM		   PUBLIC
DBMS_NETWORK_ACL_UTILITY       PACKAGE		   SYS
DBMS_OBFUSCATION_TOOLKIT       SYNONYM		   PUBLIC
DBMS_OBFUSCATION_TOOLKIT       PACKAGE		   SYS
DBMS_ODCI		       PACKAGE		   SYS
DBMS_ODCI		       SYNONYM		   PUBLIC
DBMS_OFFLINE_OG 	       SYNONYM		   PUBLIC
DBMS_OFFLINE_RGT	       SYNONYM		   PUBLIC
DBMS_OFFLINE_RGT	       PACKAGE		   SYS
DBMS_OFFLINE_SNAPSHOT	       SYNONYM		   PUBLIC
DBMS_OLAP		       SYNONYM		   PUBLIC
DBMS_ORACLE_TRACE_USER	       SYNONYM		   PUBLIC
DBMS_OUTLN		       SYNONYM		   PUBLIC
DBMS_OUTLN_EDIT 	       SYNONYM		   PUBLIC
DBMS_OUTPUT		       PACKAGE		   SYS
DBMS_OUTPUT		       SYNONYM		   PUBLIC
DBMS_PARALLEL_EXECUTE	       PACKAGE		   SYS
DBMS_PARALLEL_EXECUTE	       SYNONYM		   PUBLIC
DBMS_PCLXUTIL		       SYNONYM		   PUBLIC
DBMS_PCLXUTIL		       PACKAGE		   SYS
DBMS_PICKLER		       PACKAGE		   SYS
DBMS_PICKLER		       SYNONYM		   PUBLIC
DBMS_PIPE		       SYNONYM		   PUBLIC
DBMS_PREDICTIVE_ANALYTICS      PACKAGE		   SYS
DBMS_PREDICTIVE_ANALYTICS      SYNONYM		   PUBLIC
DBMS_PREPROCESSOR	       SYNONYM		   PUBLIC
DBMS_PREPROCESSOR	       PACKAGE		   SYS
DBMS_PROFILER		       SYNONYM		   PUBLIC
DBMS_PROFILER		       PACKAGE		   SYS
DBMS_PROPAGATION_ADM	       SYNONYM		   PUBLIC
DBMS_PSP		       SYNONYM		   PUBLIC
DBMS_PSP		       PACKAGE		   SYS
DBMS_PSWMG_IMPORT	       SYNONYM		   PUBLIC
DBMS_RANDOM		       PACKAGE		   SYS
DBMS_RANDOM		       SYNONYM		   PUBLIC
DBMS_RECTIFIER_DIFF	       SYNONYM		   PUBLIC
DBMS_REDEFINITION	       SYNONYM		   PUBLIC
DBMS_REFRESH		       PACKAGE		   SYS
DBMS_REFRESH		       SYNONYM		   PUBLIC
DBMS_REFRESH_EXP_LWM	       PACKAGE		   SYS
DBMS_REFRESH_EXP_SITES	       PACKAGE		   SYS
DBMS_REGISTRY		       SYNONYM		   PUBLIC
DBMS_REPCAT		       SYNONYM		   PUBLIC
DBMS_REPCAT_ADMIN	       SYNONYM		   PUBLIC
DBMS_REPCAT_AUTH	       SYNONYM		   PUBLIC
DBMS_REPCAT_DECL	       SYNONYM		   PUBLIC
DBMS_REPCAT_EXP 	       PACKAGE		   SYS
DBMS_REPCAT_INSTANTIATE        PACKAGE		   SYS
DBMS_REPCAT_INSTANTIATE        SYNONYM		   PUBLIC
DBMS_REPCAT_INTERNAL	       SYNONYM		   PUBLIC
DBMS_REPCAT_INTERNAL_PACKAGE   SYNONYM		   PUBLIC
DBMS_REPCAT_MIG 	       SYNONYM		   PUBLIC
DBMS_REPCAT_RGT 	       SYNONYM		   PUBLIC
DBMS_REPCAT_RGT_EXP	       PACKAGE		   SYS
DBMS_REPCAT_VALIDATE	       SYNONYM		   PUBLIC
DBMS_REPORT		       SYNONYM		   PUBLIC
DBMS_REPORT		       PACKAGE		   SYS
DBMS_REPUTIL		       PACKAGE		   SYS
DBMS_REPUTIL		       SYNONYM		   PUBLIC
DBMS_REPUTIL2		       SYNONYM		   PUBLIC
DBMS_REPUTIL2		       PACKAGE		   SYS
DBMS_RESCONFIG		       PACKAGE		   XDB
DBMS_RESCONFIG		       SYNONYM		   PUBLIC
DBMS_RESOURCE_MANAGER	       PACKAGE		   SYS
DBMS_RESOURCE_MANAGER	       SYNONYM		   PUBLIC
DBMS_RESOURCE_MANAGER_PRIVS    PACKAGE		   SYS
DBMS_RESOURCE_MANAGER_PRIVS    SYNONYM		   PUBLIC
DBMS_RESULT_CACHE	       SYNONYM		   PUBLIC
DBMS_RESULT_CACHE_API	       SYNONYM		   PUBLIC
DBMS_RESULT_CACHE_API	       PACKAGE		   SYS
DBMS_RESUMABLE		       SYNONYM		   PUBLIC
DBMS_RLS		       SYNONYM		   PUBLIC
DBMS_RMGR_GROUP_EXPORT	       SYNONYM		   PUBLIC
DBMS_RMGR_GROUP_EXPORT	       PACKAGE		   SYS
DBMS_RMGR_PACT_EXPORT	       SYNONYM		   PUBLIC
DBMS_RMGR_PACT_EXPORT	       PACKAGE		   SYS
DBMS_RMGR_PLAN_EXPORT	       PACKAGE		   SYS
DBMS_RMGR_PLAN_EXPORT	       SYNONYM		   PUBLIC
DBMS_RMIN		       PACKAGE		   SYS
DBMS_RMIN		       SYNONYM		   PUBLIC
DBMS_ROWID		       PACKAGE		   SYS
DBMS_ROWID		       SYNONYM		   PUBLIC
DBMS_RULE		       PACKAGE		   SYS
DBMS_RULE		       SYNONYM		   PUBLIC
DBMS_RULEADM_INTERNAL	       PACKAGE		   SYS
DBMS_RULEADM_INTERNAL	       SYNONYM		   PUBLIC
DBMS_RULE_ADM		       PACKAGE		   SYS
DBMS_RULE_ADM		       SYNONYM		   PUBLIC
DBMS_RULE_COMPATIBLE_90        SYNONYM		   PUBLIC
DBMS_RULE_EXP_EC_INTERNAL      SYNONYM		   PUBLIC
DBMS_RULE_EXP_EV_CTXS	       PACKAGE		   SYS
DBMS_RULE_EXP_EV_CTXS	       SYNONYM		   PUBLIC
DBMS_RULE_EXP_RL_INTERNAL      SYNONYM		   PUBLIC
DBMS_RULE_EXP_RS_INTERNAL      SYNONYM		   PUBLIC
DBMS_RULE_EXP_RULES	       SYNONYM		   PUBLIC
DBMS_RULE_EXP_RULES	       PACKAGE		   SYS
DBMS_RULE_EXP_RULE_SETS        PACKAGE		   SYS
DBMS_RULE_EXP_RULE_SETS        SYNONYM		   PUBLIC
DBMS_RULE_EXP_UTLI	       PACKAGE		   SYS
DBMS_RULE_IMP_OBJ	       PACKAGE		   SYS
DBMS_RULE_IMP_OBJ	       SYNONYM		   PUBLIC
DBMS_RULE_INTERNAL	       SYNONYM		   PUBLIC
DBMS_SCHEDULER		       PACKAGE		   SYS
DBMS_SCHEDULER		       SYNONYM		   PUBLIC
DBMS_SCHED_ATTRIBUTE_EXPORT    SYNONYM		   PUBLIC
DBMS_SCHED_ATTRIBUTE_EXPORT    PACKAGE		   SYS
DBMS_SCHED_CHAIN_EXPORT        SYNONYM		   PUBLIC
DBMS_SCHED_CHAIN_EXPORT        PACKAGE		   SYS
DBMS_SCHED_CLASS_EXPORT        PACKAGE		   SYS
DBMS_SCHED_CLASS_EXPORT        SYNONYM		   PUBLIC
DBMS_SCHED_CREDENTIAL_EXPORT   SYNONYM		   PUBLIC
DBMS_SCHED_CREDENTIAL_EXPORT   PACKAGE		   SYS
DBMS_SCHED_EXPORT_CALLOUTS     SYNONYM		   PUBLIC
DBMS_SCHED_EXPORT_CALLOUTS     PACKAGE		   SYS
DBMS_SCHED_FILE_WATCHER_EXPORT SYNONYM		   PUBLIC
DBMS_SCHED_FILE_WATCHER_EXPORT PACKAGE		   SYS
DBMS_SCHED_JOB_EXPORT	       PACKAGE		   SYS
DBMS_SCHED_JOB_EXPORT	       SYNONYM		   PUBLIC
DBMS_SCHED_PROGRAM_EXPORT      SYNONYM		   PUBLIC
DBMS_SCHED_PROGRAM_EXPORT      PACKAGE		   SYS
DBMS_SCHED_SCHEDULE_EXPORT     SYNONYM		   PUBLIC
DBMS_SCHED_SCHEDULE_EXPORT     PACKAGE		   SYS
DBMS_SCHED_WINDOW_EXPORT       PACKAGE		   SYS
DBMS_SCHED_WINDOW_EXPORT       SYNONYM		   PUBLIC
DBMS_SCHED_WINGRP_EXPORT       SYNONYM		   PUBLIC
DBMS_SCHED_WINGRP_EXPORT       PACKAGE		   SYS
DBMS_SERVER_ALERT	       SYNONYM		   PUBLIC
DBMS_SERVER_ALERT_EXPORT       SYNONYM		   PUBLIC
DBMS_SERVER_TRACE	       SYNONYM		   PUBLIC
DBMS_SERVICE		       SYNONYM		   PUBLIC
DBMS_SESSION		       PACKAGE		   SYS
DBMS_SESSION		       SYNONYM		   PUBLIC
DBMS_SNAPSHOT		       PACKAGE		   SYS
DBMS_SNAPSHOT		       SYNONYM		   PUBLIC
DBMS_SNAPSHOT_UTL	       PACKAGE		   SYS
DBMS_SPACE		       SYNONYM		   PUBLIC
DBMS_SPACE		       PACKAGE		   SYS
DBMS_SPACE_ADMIN	       SYNONYM		   PUBLIC
DBMS_SPM		       SYNONYM		   PUBLIC
DBMS_SPM		       PACKAGE		   SYS
DBMS_SQL		       SYNONYM		   PUBLIC
DBMS_SQL		       PACKAGE		   SYS
DBMS_SQL2		       PACKAGE		   SYS
DBMS_SQL2		       SYNONYM		   PUBLIC
DBMS_SQLDIAG		       PACKAGE		   SYS
DBMS_SQLDIAG		       SYNONYM		   PUBLIC
DBMS_SQLHASH		       SYNONYM		   PUBLIC
DBMS_SQLPA		       PACKAGE		   SYS
DBMS_SQLPA		       SYNONYM		   PUBLIC
DBMS_SQLPLUS_SCRIPT	       SYNONYM		   PUBLIC
DBMS_SQLTUNE		       PACKAGE		   SYS
DBMS_SQLTUNE		       SYNONYM		   PUBLIC
DBMS_SQLTUNE_UTIL2	       PACKAGE		   SYS
DBMS_STANDARD		       PACKAGE		   SYS
DBMS_STANDARD		       SYNONYM		   PUBLIC
DBMS_STATS		       PACKAGE		   SYS
DBMS_STATS		       SYNONYM		   PUBLIC
DBMS_STAT_FUNCS 	       PACKAGE		   SYS
DBMS_STAT_FUNCS 	       SYNONYM		   PUBLIC
DBMS_STAT_FUNCS_AUX	       PACKAGE		   SYS
DBMS_STAT_FUNCS_AUX	       SYNONYM		   PUBLIC
DBMS_STORAGE_MAP	       SYNONYM		   PUBLIC
DBMS_STREAMS		       SYNONYM		   PUBLIC
DBMS_STREAMS		       PACKAGE		   SYS
DBMS_STREAMS_ADM	       SYNONYM		   PUBLIC
DBMS_STREAMS_ADVISOR_ADM       SYNONYM		   PUBLIC
DBMS_STREAMS_AUTH	       SYNONYM		   PUBLIC
DBMS_STREAMS_HANDLER_ADM       SYNONYM		   PUBLIC
DBMS_STREAMS_LCR_INT	       SYNONYM		   PUBLIC
DBMS_STREAMS_MESSAGING	       SYNONYM		   PUBLIC
DBMS_STREAMS_PUB_RPC	       PACKAGE		   SYS
DBMS_STREAMS_RPC	       SYNONYM		   PUBLIC
DBMS_STREAMS_TABLESPACE_ADM    SYNONYM		   PUBLIC
DBMS_SUMMARY		       SYNONYM		   PUBLIC
DBMS_SUMMARY		       PACKAGE		   SYS
DBMS_SUM_RWEQ_EXPORT	       SYNONYM		   PUBLIC
DBMS_SUM_RWEQ_EXPORT	       PACKAGE		   SYS
DBMS_SUM_RWEQ_EXPORT_INTERNAL  SYNONYM		   PUBLIC
DBMS_TDE_TOOLKIT	       SYNONYM		   PUBLIC
DBMS_TRACE		       PACKAGE		   SYS
DBMS_TRACE		       SYNONYM		   PUBLIC
DBMS_TRANSACTION	       SYNONYM		   PUBLIC
DBMS_TRANSACTION	       PACKAGE		   SYS
DBMS_TRANSACTION_INTERNAL_SYS  SYNONYM		   PUBLIC
DBMS_TRANSFORM		       SYNONYM		   PUBLIC
DBMS_TRANSFORM_EXIMP	       PACKAGE		   SYS
DBMS_TRANSFORM_EXIMP	       SYNONYM		   PUBLIC
DBMS_TYPES		       PACKAGE		   SYS
DBMS_TYPES		       SYNONYM		   PUBLIC
DBMS_TYPE_UTILITY	       SYNONYM		   PUBLIC
DBMS_UNDO_ADV		       SYNONYM		   PUBLIC
DBMS_UTILITY		       SYNONYM		   PUBLIC
DBMS_UTILITY		       PACKAGE		   SYS
DBMS_WARNING		       SYNONYM		   PUBLIC
DBMS_WARNING		       PACKAGE		   SYS
DBMS_WLM		       SYNONYM		   PUBLIC
DBMS_WM 		       SYNONYM		   PUBLIC
DBMS_WORKLOAD_CAPTURE	       SYNONYM		   PUBLIC
DBMS_WORKLOAD_REPLAY	       SYNONYM		   PUBLIC
DBMS_WORKLOAD_REPOSITORY       SYNONYM		   PUBLIC
DBMS_XA 		       PACKAGE		   SYS
DBMS_XA 		       SYNONYM		   PUBLIC
DBMS_XA_XID		       SYNONYM		   PUBLIC
DBMS_XA_XID		       TYPE		   SYS
DBMS_XA_XID_ARRAY	       TYPE		   SYS
DBMS_XA_XID_ARRAY	       SYNONYM		   PUBLIC
DBMS_XDB		       SYNONYM		   PUBLIC
DBMS_XDB		       PACKAGE		   XDB
DBMS_XDBNFS		       PACKAGE		   XDB
DBMS_XDBREPOS		       PACKAGE		   XDB
DBMS_XDBRESOURCE	       SYNONYM		   PUBLIC
DBMS_XDBRESOURCE	       PACKAGE		   XDB
DBMS_XDBUTIL_INT	       PACKAGE		   XDB
DBMS_XDBUTIL_INT	       SYNONYM		   PUBLIC
DBMS_XDBZ		       SYNONYM		   PUBLIC
DBMS_XDBZ		       PACKAGE		   XDB
DBMS_XDBZ0		       PACKAGE		   XDB
DBMS_XDBZ0		       SYNONYM		   PUBLIC
DBMS_XDB_ADMIN		       SYNONYM		   PUBLIC
DBMS_XDB_PRINT		       SYNONYM		   PUBLIC
DBMS_XDB_PRINT		       PACKAGE		   XDB
DBMS_XDB_VERSION	       PACKAGE		   XDB
DBMS_XDB_VERSION	       SYNONYM		   PUBLIC
DBMS_XDS		       SYNONYM		   PUBLIC
DBMS_XDSUTL		       SYNONYM		   PUBLIC
DBMS_XEVENT		       SYNONYM		   PUBLIC
DBMS_XEVENT		       PACKAGE		   XDB
DBMS_XMLDOM		       SYNONYM		   PUBLIC
DBMS_XMLDOM		       PACKAGE		   XDB
DBMS_XMLGEN		       SYNONYM		   PUBLIC
DBMS_XMLGEN		       PACKAGE		   SYS
DBMS_XMLINDEX		       SYNONYM		   PUBLIC
DBMS_XMLINDEX		       PACKAGE		   XDB
DBMS_XMLINDEX0		       PACKAGE		   XDB
DBMS_XMLPARSER		       PACKAGE		   XDB
DBMS_XMLPARSER		       SYNONYM		   PUBLIC
DBMS_XMLSCHEMA		       SYNONYM		   PUBLIC
DBMS_XMLSCHEMA		       PACKAGE		   XDB
DBMS_XMLSCHEMA_INT	       PACKAGE		   XDB
DBMS_XMLSTORE		       SYNONYM		   PUBLIC
DBMS_XMLSTORE		       PACKAGE		   SYS
DBMS_XMLTRANSLATIONS	       SYNONYM		   PUBLIC
DBMS_XMLTRANSLATIONS	       PACKAGE		   XDB
DBMS_XPLAN		       PACKAGE		   SYS
DBMS_XPLAN		       SYNONYM		   PUBLIC
DBMS_XPLAN_TYPE 	       TYPE		   SYS
DBMS_XPLAN_TYPE_TABLE	       TYPE		   SYS
DBMS_XRWMV		       PACKAGE		   SYS
DBMS_XSLPROCESSOR	       PACKAGE		   XDB
DBMS_XSLPROCESSOR	       SYNONYM		   PUBLIC
DBMS_XSTREAM_ADM	       SYNONYM		   PUBLIC
DBMS_XSTREAM_AUTH	       SYNONYM		   PUBLIC
DBMS_XSTREAM_GG 	       SYNONYM		   PUBLIC
DBMS_XSTREAM_GG_ADM	       SYNONYM		   PUBLIC
DBMS_XS_MTCACHE 	       SYNONYM		   PUBLIC
DBMS_XS_ROLELIST	       TYPE		   SYS
DBMS_XS_ROLELIST	       SYNONYM		   PUBLIC
DBMS_XS_SESSIONS	       PACKAGE		   SYS
DBMS_XS_SESSIONS	       SYNONYM		   PUBLIC
DBMS_ZHELP		       SYNONYM		   PUBLIC
DBMS_ZHELP_IR		       SYNONYM		   PUBLIC
DBMS_ZHELP_IR		       PACKAGE		   SYS
DBURITYPE		       SYNONYM		   PUBLIC
DBURITYPE		       TYPE		   SYS
DECLARACIONES		       SYNONYM		   PUBLIC
DECLARACIONES		       VIEW		   BANPROD
DEFAULT_CONSUMER_GROUP	       CONSUMER GROUP	   SYS
DEFAULT_JOB_CLASS	       JOB CLASS	   SYS
DEFCALL 		       SYNONYM		   PUBLIC
DEFCALLDEST		       SYNONYM		   PUBLIC
DEFDEFAULTDEST		       SYNONYM		   PUBLIC
DEFERRCOUNT		       SYNONYM		   PUBLIC
DEFERRCOUNT		       VIEW		   SYS
DEFERROR		       SYNONYM		   PUBLIC
DEFLOB			       SYNONYM		   PUBLIC
DEFPROPAGATOR		       SYNONYM		   PUBLIC
DEFSCHEDULE		       SYNONYM		   PUBLIC
DEFTRAN 		       SYNONYM		   PUBLIC
DEFTRANDEST		       SYNONYM		   PUBLIC
DEPTH			       SYNONYM		   PUBLIC
DEPTH			       OPERATOR 	   XDB
